Row ID,Supplier ID,Supplier Name,Country,NART,Use case,Module (ID),Category,Section,Field (label),Field Type,Required @ go-live,Editable by supplier,Value submitted,Submission date,Status,Workflow status,Last contact date
R021968,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 1,CAS No. ,Freetext,Yes,yes,,2026-08-28,Missing,Open,2026-08-28
R021970,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 1,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,Unknown / not specified,2026-07-25,Flagged (needs supplier confirmation),Open,2026-07-25
R021972,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 2,CAS No. ,Freetext,Yes,yes,123,2026-07-20,Flagged (needs supplier confirmation),Open,2026-07-20
R021975,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 3,Substance Name,Freetext,Yes,yes,"Confirmed per supplier declaration for substance name, evidence on file.",2026-08-19,Outdated,Open,2026-08-19
R021976,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 3,CAS No. ,Freetext,Yes,yes,Unknown / not specified,2026-08-25,Flagged (needs supplier confirmation),Open,2026-08-25
R021977,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 3,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,N/A,2026-08-28,Flagged (needs supplier confirmation),Open,2026-08-28
R021978,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 3,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,123,2026-08-18,Flagged (needs supplier confirmation),Open,2026-08-18
R021980,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 4,CAS No. ,Freetext,Yes,yes,"Confirmed per supplier declaration for cas no. , evidence on file.",2026-08-28,Outdated,Open,2026-08-28
R021985,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 5,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,Unknown / not specified,2026-07-25,Flagged (needs supplier confirmation),Open,2026-07-25
R021989,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 6,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",2026-08-05,Outdated,Open,2026-08-05
R021992,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 7,CAS No. ,Freetext,Yes,yes,123,2026-08-05,Flagged (needs supplier confirmation),Open,2026-08-05
R021995,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 8,Substance Name,Freetext,Yes,yes,Unknown / not specified,2026-08-22,Flagged (needs supplier confirmation),Open,2026-08-22
R021997,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 8,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,123,2026-07-22,Flagged (needs supplier confirmation),Open,2026-07-22
R022001,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 9,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,"Confirmed per supplier declaration for substance concentration (in %)
the concentration of the substance as a percentage of the homogeneous mass of the material., evidence on file.",2026-07-29,Outdated,Open,2026-07-29
R022006,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,30,Full Material Declaration,Material 10,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,123,2026-07-31,Flagged (needs supplier confirmation),Open,2026-07-31
R022007,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,31,Sustainability data (currently optional),Share of virgin fossil material,Substance concentration (in %),Freetext,Yes,yes,TBD,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-01
R022009,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,31,Sustainability data (currently optional),Share of virgin bio-based material,Substance concentration (in %),Freetext,Yes,yes,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",2026-07-19,Outdated,Open,2026-07-19
R022011,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,31,Sustainability data (currently optional),Share of virgin other material,Substance concentration (in %),Freetext,Yes,yes,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",2026-08-16,Outdated,Open,2026-08-16
R022016,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,31,Sustainability data (currently optional),Share of bio-based from agricultural waste/residue,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,123,2026-07-15,Flagged (needs supplier confirmation),Open,2026-07-15
R022017,17797509,Blue Horizon Industries S.p.A.,India,22609-93999-01,MDF,31,Sustainability data (currently optional),Share of other circular material feedstock,Substance concentration (in %),Freetext,Yes,yes,,2026-07-27,Missing,Open,2026-07-27
R022023,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,1,General information,Introduction,Declaration of comformidity,Freetext,Yes,yes,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",2026-08-21,Outdated,Open,2026-08-21
R022025,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,2,REACH Registration Status,REACH Registration Status,"Have all substances included in this product been registered? Yes, no, exempt?",Dropdown,Yes,yes,Not Listed,2026-08-16,Outdated,Open,2026-08-16
R022026,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,2,REACH Registration Status,REACH Registration Status,Are all substances manufactures/sourced from within the EU?,Dropdown,Yes,yes,All substances manufactured/sourced from within the EU,2026-08-09,Outdated,Open,2026-08-09
R022031,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-07-25,Flagged (needs supplier confirmation),Open,2026-07-25
R022037,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-07-16,Flagged (needs supplier confirmation),Open,2026-07-16
R022038,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,4,Legislations,Chemicals prohibition ordinance ChemVerbotsV,Applies to all purchased products and packaging.,Dropdown,Yes,yes,N/A,2026-08-20,Flagged (needs supplier confirmation),Open,2026-08-20
R022043,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,5,Legislations,POP regulation No 2019/1021/EC,Evaluation Procedures,Dropdown,Yes,yes,pending,2026-07-31,Flagged (needs supplier confirmation),Open,2026-07-31
R022044,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,6,Legislations,PFOS/PFOA Directive 2006/122/EU,Applies to all purchased products,Dropdown,Yes,yes,"Yes, compliant.",2026-08-24,Flagged (needs supplier confirmation),Open,2026-08-24
R022048,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,7,Legislations,Packaging directive 94/62/EC,Declaration of comformidity,Freetext,Yes,yes,"Confirmed per supplier declaration for declaration of comformidity, evidence on file.",2026-08-13,Outdated,Open,2026-08-13
R022051,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,8,Legislations,RoHS directive 2011/65/EC incl. amendments,Declaration of comformidity,Freetext,Yes,yes,123,2026-08-29,Flagged (needs supplier confirmation),Open,2026-08-29
R022058,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,10,Legislations,International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens),Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-08-24,Flagged (needs supplier confirmation),Open,2026-08-24
R022065,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,12,Requirements,Halal / Kosher requirements,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-07-21,Flagged (needs supplier confirmation),Open,2026-07-21
R022080,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,17,Requirements,Microplastics / Synthetic polymer microparticles (SPM),Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-09-02,Flagged (needs supplier confirmation),Open,2026-09-02
R022083,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,18,Requirements,Nanomaterial,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-07-30,Flagged (needs supplier confirmation),Open,2026-07-30
R022084,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,19,Requirements,"Biocides Directive 98/8/EC, as amended by Ordinance EU 528/2012?",Does this product contain any biocidal substances as mentioned in Ordinance EU 528/2012? ,Dropdown,Yes,yes,"Yes, compliant.",2026-08-14,Flagged (needs supplier confirmation),Open,2026-08-14
R022086,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,19,Requirements,"Biocides Directive 98/8/EC, as amended by Ordinance EU 528/2012?",Evaluation Procedures,Dropdown,Yes,yes,TBD,2026-08-30,Flagged (needs supplier confirmation),Open,2026-08-30
R022087,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,20,Requirements,Ozone Depleting Substances (ODS) Regulation (EC) No 1005/2009,Does this product contain Ozone depleting substances as per Regulation (EC) No 1005/2009 ,Dropdown,Yes,yes,Unknown / not specified,2026-08-01,Flagged (needs supplier confirmation),Open,2026-08-01
R022092,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,21,Requirements,Dual Use Substances,Evaluation Procedures,Dropdown,Yes,yes,,2026-08-24,Missing,Open,2026-08-24
R022093,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),"Applies to all purchased products
Please fill in the additional templates for CMRT & EMRT
https://www.responsiblemineralsinitiative.org/reporting-templates/cmrt/
https://www.responsiblemineralsinitiative.org/reporting-templates/emrt/",Dropdown,Yes,yes,"Yes, compliant.",2026-07-28,Flagged (needs supplier confirmation),Open,2026-07-28
R022094,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),Declaration of comformidity,Dropdown,Yes,yes,"yes, see attachment",2026-08-10,Flagged (needs supplier confirmation),Open,2026-08-10
R022095,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),"in case CMRT & EMRT are required, please upload the document",File upload,Yes,yes,See attached documentation,2026-07-15,Outdated,Open,2026-07-15
R022100,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,24,Requirements,Global automotive declarable substance list (GADSL),Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-08-17,Flagged (needs supplier confirmation),Open,2026-08-17
R022101,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,25,Requirements,California Proposition 65,Applies to all purchased products,Dropdown,Yes,yes,N/A,2026-08-04,Flagged (needs supplier confirmation),Open,2026-08-04
R022104,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,26,Requirements,"Food allergen(s) EU 1169/2011, Annex II","Does the product contain food allergen(s) mentioned in the Regulation (EU) 1169/2011, Annex II?",Dropdown,Yes,yes,,2026-08-11,Missing,Open,2026-08-11
R022105,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,26,Requirements,"Food allergen(s) EU 1169/2011, Annex II",Please list all included food allergens with their CAS numbers and concentrations:,Freetext,Yes,yes,123,2026-08-15,Flagged (needs supplier confirmation),Open,2026-08-15
R022108,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,,2026-07-28,Missing,Open,2026-07-28
R022112,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,27,Requirements,EU Food contact status,Evaluation Procedures,Dropdown,Yes,yes,Laboratory analysis,2026-08-04,Outdated,Open,2026-08-04
R022116,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,27,Requirements,EU Food contact status,"Has this product been manufactured as per the principles and guidelines of good manufacturing practise (GMP))
https://health.ec.europa.eu/medicinal-products/eudralex/eudralex-volume-4_en",Dropdown,Yes,yes,"Yes, compliant.",2026-08-17,Flagged (needs supplier confirmation),Open,2026-08-17
R022130,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for Canada (NDSL),Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-07-30,Flagged (needs supplier confirmation),Open,2026-07-30
R022131,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,China (IECSC) ,Dropdown,Yes,yes,"Yes, compliant.",2026-08-14,Flagged (needs supplier confirmation),Open,2026-08-14
R022133,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-08-19,Flagged (needs supplier confirmation),Open,2026-08-19
R022138,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for New Zealand (NZIOC),Substance,Freetext,Yes,yes,123,2026-08-07,Flagged (needs supplier confirmation),Open,2026-08-07
R022145,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,"Global Inventory Status for Japan (ENCS), (ISHL)",Evaluation Procedures,Dropdown,Yes,yes,tbc,2026-08-27,Flagged (needs supplier confirmation),Open,2026-08-27
R022146,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Taiwan (TSCI),Dropdown,Yes,yes,"yes, see attachment",2026-08-11,Flagged (needs supplier confirmation),Open,2026-08-11
R022154,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for Malaysia (EMS),Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-07-31,Flagged (needs supplier confirmation),Open,2026-07-31
R022155,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for Malaysia (EHSNR),Malaysia (EHSNR),Dropdown,Yes,yes,"yes, see attachment",2026-07-14,Flagged (needs supplier confirmation),Open,2026-07-14
R022158,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for Australia (AICS),Australia (AICS),Dropdown,Yes,yes,Unknown / not specified,2026-08-14,Flagged (needs supplier confirmation),Open,2026-08-14
R022160,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,29,Requirements,Global Inventory Status for Australia (AICS),Evaluation Procedures,Dropdown,Yes,yes,Supplier declaration and laboratory analysis,2026-08-29,Outdated,Open,2026-08-29
R022161,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 1,Substance Name,Freetext,Yes,yes,"Yes, compliant.",2026-07-27,Flagged (needs supplier confirmation),Open,2026-07-27
R022163,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 1,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,,2026-07-21,Missing,Open,2026-07-21
R022164,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 1,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,TBD,2026-08-04,Flagged (needs supplier confirmation),Open,2026-08-04
R022165,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 2,Substance Name,Freetext,Yes,yes,TBD,2026-07-31,Flagged (needs supplier confirmation),Open,2026-07-31
R022167,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 2,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,"Yes, compliant.",2026-08-14,Flagged (needs supplier confirmation),Open,2026-08-14
R022168,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 2,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,123,2026-08-03,Flagged (needs supplier confirmation),Open,2026-08-03
R022169,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 3,Substance Name,Freetext,Yes,yes,123,2026-08-10,Flagged (needs supplier confirmation),Open,2026-08-10
R022172,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 3,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,123,2026-07-29,Flagged (needs supplier confirmation),Open,2026-07-29
R022173,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 4,Substance Name,Freetext,Yes,yes,Unknown / not specified,2026-09-01,Flagged (needs supplier confirmation),Open,2026-09-01
R022174,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 4,CAS No. ,Freetext,Yes,yes,"Confirmed per supplier declaration for cas no. , evidence on file.",2026-08-13,Outdated,Open,2026-08-13
R022176,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 4,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,123,2026-08-16,Flagged (needs supplier confirmation),Open,2026-08-16
R022178,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 5,CAS No. ,Freetext,Yes,yes,TBD,2026-07-27,Flagged (needs supplier confirmation),Open,2026-07-27
R022179,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 5,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,Unknown / not specified,2026-08-09,Flagged (needs supplier confirmation),Open,2026-08-09
R022181,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 6,Substance Name,Freetext,Yes,yes,123,2026-08-25,Flagged (needs supplier confirmation),Open,2026-08-25
R022182,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 6,CAS No. ,Freetext,Yes,yes,"Confirmed per supplier declaration for cas no. , evidence on file.",2026-07-21,Outdated,Open,2026-07-21
R022190,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 8,CAS No. ,Freetext,Yes,yes,pending,2026-08-23,Flagged (needs supplier confirmation),Open,2026-08-23
R022198,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 10,CAS No. ,Freetext,Yes,yes,"Confirmed per supplier declaration for cas no. , evidence on file.",2026-08-27,Outdated,Open,2026-08-27
R022200,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,30,Full Material Declaration,Material 10,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,,2026-08-03,Missing,Open,2026-08-03
R022201,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,31,Sustainability data (currently optional),Share of virgin fossil material,Substance concentration (in %),Freetext,Yes,yes,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",2026-08-31,Outdated,Open,2026-08-31
R022204,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,31,Sustainability data (currently optional),Share of virgin bio-based material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,,2026-07-30,Missing,Open,2026-07-30
R022206,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,31,Sustainability data (currently optional),Share of virgin other material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,"Yes, compliant.",2026-07-24,Flagged (needs supplier confirmation),Open,2026-07-24
R022207,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,31,Sustainability data (currently optional),Share of recycled material,Substance concentration (in %),Freetext,Yes,yes,"Confirmed per supplier declaration for substance concentration (in %), evidence on file.",2026-07-21,Outdated,Open,2026-07-21
R022209,17797509,Blue Horizon Industries S.p.A.,India,46429-91492-05,MDF,31,Sustainability data (currently optional),Share of bio-based from agricultural waste/residue,Substance concentration (in %),Freetext,Yes,yes,,2026-08-13,Missing,Open,2026-08-13
R022226,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,3,REACH,REACh regulation No 1907/2006/EC,"Annex XIV plus amendments (current revision)
Applies to all purchased products and packaging.",Dropdown,Yes,yes,"Yes, compliant.",2026-08-21,Flagged (needs supplier confirmation),Open,2026-08-21
R022232,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,4,Legislations,Chemicals prohibition ordinance ChemVerbotsV,Applies to all purchased products and packaging.,Dropdown,Yes,yes,"Yes, compliant.",2026-08-06,Flagged (needs supplier confirmation),Open,2026-08-06
R022233,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,4,Legislations,Chemicals prohibition ordinance ChemVerbotsV,Declaration of comformidity,Freetext,Yes,yes,,2026-08-25,Missing,Open,2026-08-25
R022236,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,5,Legislations,POP regulation No 2019/1021/EC,Declaration of comformidity,Freetext,Yes,yes,,2026-08-01,Missing,Open,2026-08-01
R022240,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,6,Legislations,PFOS/PFOA Directive 2006/122/EU,Evaluation Procedures,Dropdown,Yes,yes,tbc,2026-07-16,Flagged (needs supplier confirmation),Open,2026-07-16
R022242,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,7,Legislations,Packaging directive 94/62/EC,Declaration of comformidity,Freetext,Yes,yes,Unknown / not specified,2026-07-22,Flagged (needs supplier confirmation),Open,2026-07-22
R022243,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,7,Legislations,Packaging directive 94/62/EC,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-08-21,Flagged (needs supplier confirmation),Open,2026-08-21
R022247,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,9,Legislations,ELV directive 2000/53/EC incl. amendments,Applies to all purchased products,Dropdown,Yes,yes,"yes, see attachment",2026-07-30,Flagged (needs supplier confirmation),Open,2026-07-30
R022249,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,9,Legislations,ELV directive 2000/53/EC incl. amendments,Evaluation Procedures,Dropdown,Yes,yes,tbc,2026-08-18,Flagged (needs supplier confirmation),Open,2026-08-18
R022250,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,10,Legislations,International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens),"International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens).
Does this product contain any Halogens above the limits emntioed in the standard",Dropdown,Yes,yes,Yes,2026-08-18,Outdated,Open,2026-08-18
R022252,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,10,Legislations,International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens),Evaluation Procedures,Dropdown,Yes,yes,Supplier declaration and laboratory analysis,2026-07-21,Outdated,Open,2026-07-21
R022253,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,11,Legislations,Deforestation Regulation (EU) 2023/1115 (EUDR) repealing EU Timber Regulation (EU) No 995/2010 (EUTR),Applies to all purchased products,Dropdown,Yes,yes,Complaint,2026-08-20,Outdated,Open,2026-08-20
R022258,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,12,Requirements,Halal / Kosher requirements,Please list all included substances of animal origin or ethanol with their CAS numbers and concentrations:,Freetext,Yes,yes,"Yes, compliant.",2026-07-17,Flagged (needs supplier confirmation),Open,2026-07-17
R022262,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,13,Requirements,Phthalates,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-07-28,Flagged (needs supplier confirmation),Open,2026-07-28
R022264,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,14,Requirements,Mineral Oil,Please list all included mineral oils with their CAS numbers and concentrations:,Freetext,Yes,yes,,2026-07-18,Missing,Open,2026-07-18
R022269,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,16,Requirements,Silicone,Does this product contain silicone or other silicone compounds?,Dropdown,Yes,yes,Yes,2026-08-02,Outdated,Open,2026-08-02
R022271,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,16,Requirements,Silicone,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-08-28,Flagged (needs supplier confirmation),Open,2026-08-28
R022276,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,18,Requirements,Nanomaterial,"If yes, which particle size?
Please list the particle size of the nano substance:",Freetext,Yes,yes,N/A,2026-08-24,Flagged (needs supplier confirmation),Open,2026-08-24
R022278,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,19,Requirements,"Biocides Directive 98/8/EC, as amended by Ordinance EU 528/2012?",Does this product contain any biocidal substances as mentioned in Ordinance EU 528/2012? ,Dropdown,Yes,yes,"yes, see attachment",2026-08-11,Flagged (needs supplier confirmation),Open,2026-08-11
R022281,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,20,Requirements,Ozone Depleting Substances (ODS) Regulation (EC) No 1005/2009,Does this product contain Ozone depleting substances as per Regulation (EC) No 1005/2009 ,Dropdown,Yes,yes,pending,2026-08-24,Flagged (needs supplier confirmation),Open,2026-08-24
R022282,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,20,Requirements,Ozone Depleting Substances (ODS) Regulation (EC) No 1005/2009,Declaration of comformidity,Freetext,Yes,yes,123,2026-07-30,Flagged (needs supplier confirmation),Open,2026-07-30
R022286,17797509,Blue Horizon Industries S.p.A.,India,26931-99332-03,MDF,21,Requirements,Dual Use Substances,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-07-23,Flagged (needs supplier confirmation),Open,2026-07-23
