Row ID,Supplier ID,Supplier Name,NART,Use case,Module (ID),Category,Section,Field (label),Field Type,Required @ go-live,Editable by supplier,Value submitted,Submission date,Status
R00726,11000690,DOW CORNING GMBH,00052-90000-00,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),"in case CMRT & EMRT are required, please upload the document",File upload,Yes,yes,"Yes, compliant.",2026-07-17,Flagged (needs supplier confirmation)
R00727,11000690,DOW CORNING GMBH,00052-90000-00,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),Evaluation Procedures,Dropdown,Yes,yes,Supplier declaration,2025-01-06,Outdated
R00731,11000690,DOW CORNING GMBH,00052-90000-00,MDF,24,Requirements,Global automotive declarable substance list (GADSL),Evaluation Procedures,Dropdown,Yes,yes,tbc,2026-01-10,Flagged (needs supplier confirmation)
R00732,11000690,DOW CORNING GMBH,00052-90000-00,MDF,25,Requirements,California Proposition 65,Applies to all purchased products,Dropdown,Yes,yes,pending,2025-12-13,Flagged (needs supplier confirmation)
R00737,11000690,DOW CORNING GMBH,00052-90000-00,MDF,26,Requirements,"Food allergen(s) EU 1169/2011, Annex II",Evaluation Procedures,Dropdown,Yes,yes,pending,2026-04-02,Flagged (needs supplier confirmation)
R00738,11000690,DOW CORNING GMBH,00052-90000-00,MDF,27,Requirements,EU Food contact status,"Regulation (EC) No 1935/2004 of the European Parliament and of the Council of 27 October 2004 on materials and articles intended to come into contact with foodstuffs and repealing Regulation (EC) No 1935/2004 of the European Parliament and of the Council of 27 October 2004 on materials and articles intended to come into contact with foodstuffs
Directives 80/590/EEC and 89/109/EEC, Official Journal of the European Union L 338/4 of 13 November 2004, as last amended by Article 5 of Regulation (EU) 2019/1381 of 20 June 2019, Official Journal of the European Union L 231/1 of 6 September, Article 3(1)(a) and (b) ",Dropdown,Yes,yes,"Yes, compliant.",2026-04-24,Flagged (needs supplier confirmation)
R00739,11000690,DOW CORNING GMBH,00052-90000-00,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,Unknown / not specified,2025-12-07,Flagged (needs supplier confirmation)
R00742,11000690,DOW CORNING GMBH,00052-90000-00,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,"Confirmed per supplier declaration for please state eu foodlaw status of your product incl. the relevant paragpraph, evidence on file.",2024-04-06,Outdated
R00743,11000690,DOW CORNING GMBH,00052-90000-00,MDF,27,Requirements,EU Food contact status,Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-05-03,Flagged (needs supplier confirmation)
R00744,11000690,DOW CORNING GMBH,00052-90000-00,MDF,27,Requirements,EU Food contact status,COMMISSION REGULATION (EU) No 10/2011,Dropdown,Yes,yes,Unknown / not specified,2026-04-26,Flagged (needs supplier confirmation)
R00746,11000690,DOW CORNING GMBH,00052-90000-00,MDF,27,Requirements,EU Food contact status,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-05-12,Flagged (needs supplier confirmation)
R00747,11000690,DOW CORNING GMBH,00052-90000-00,MDF,27,Requirements,EU Food contact status,"Has this product been manufactured as per the principles and guidelines of good manufacturing practise (GMP))
https://health.ec.europa.eu/medicinal-products/eudralex/eudralex-volume-4_en",Dropdown,Yes,yes,Unknown / not specified,2026-05-19,Flagged (needs supplier confirmation)
R00751,11000690,DOW CORNING GMBH,00052-90000-00,MDF,28,Requirements,US FDA Status,Please state foodlaw status of your product incl. the relevant US FDA paragpraph,Freetext,Yes,yes,Unknown / not specified,2026-06-23,Flagged (needs supplier confirmation)
R00754,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for USA (TSCA),Substance,Freetext,Yes,yes,"Yes, compliant.",2026-08-12,Flagged (needs supplier confirmation)
R00755,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for USA (TSCA),Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2026-05-16,Flagged (needs supplier confirmation)
R00762,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,China (IECSC) ,Dropdown,Yes,yes,Unknown / not specified,2026-07-19,Flagged (needs supplier confirmation)
R00767,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for Korea (KECI),Evaluation Procedures,Dropdown,Yes,yes,,,Missing
R00768,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for New Zealand (NZIOC),New Zealand (NZIOC),Dropdown,Yes,yes,"yes, see attachment",2026-05-03,Flagged (needs supplier confirmation)
R00770,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for New Zealand (NZIOC),Evaluation Procedures,Dropdown,Yes,yes,Supplier declaration and laboratory analysis,2024-10-22,Outdated
R00775,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,"Global Inventory Status for Japan (ENCS), (ISHL)",Substance,Freetext,Yes,yes,pending,2026-03-30,Flagged (needs supplier confirmation)
R00776,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,"Global Inventory Status for Japan (ENCS), (ISHL)",Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-05-14,Flagged (needs supplier confirmation)
R00778,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Substance,Freetext,Yes,yes,"Yes, compliant.",2025-11-22,Flagged (needs supplier confirmation)
R00779,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Evaluation Procedures,Dropdown,Yes,yes,Presumption (without evidence),2024-08-19,Outdated
R00780,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for Mexico (INSQ),Mexico (INSQ),Dropdown,Yes,yes,,,Missing
R00783,11000690,DOW CORNING GMBH,00052-90000-00,MDF,29,Requirements,Global Inventory Status for Malaysia (EMS),Malaysia (EMS),Dropdown,Yes,yes,Not Compliant,2025-02-01,Outdated
R00792,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 1,Substance Name,Freetext,Yes,yes,Unknown / not specified,2025-12-27,Flagged (needs supplier confirmation)
R00793,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 1,CAS No. ,Freetext,Yes,yes,Unknown / not specified,2026-06-27,Flagged (needs supplier confirmation)
R00794,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 1,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,Unknown / not specified,2026-01-28,Flagged (needs supplier confirmation)
R00795,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 1,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,pending,2026-07-27,Flagged (needs supplier confirmation)
R00798,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 2,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,123,2026-01-21,Flagged (needs supplier confirmation)
R00802,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 3,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,,,Missing
R00804,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 4,Substance Name,Freetext,Yes,yes,123,2026-03-19,Flagged (needs supplier confirmation)
R00808,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 5,Substance Name,Freetext,Yes,yes,123,2026-06-11,Flagged (needs supplier confirmation)
R00813,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 6,CAS No. ,Freetext,Yes,yes,"Confirmed per supplier declaration for cas no. , evidence on file.",2025-06-09,Outdated
R00814,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 6,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,Unknown / not specified,2026-02-22,Flagged (needs supplier confirmation)
R00822,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 8,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,"Yes, compliant.",2026-07-16,Flagged (needs supplier confirmation)
R00823,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 8,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,"Yes, compliant.",2026-02-09,Flagged (needs supplier confirmation)
R00825,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 9,CAS No. ,Freetext,Yes,yes,,,Missing
R00826,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 9,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,,,Missing
R00828,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 10,Substance Name,Freetext,Yes,yes,,,Missing
R00831,11000690,DOW CORNING GMBH,00052-90000-00,MDF,30,Full Material Declaration,Material 10,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,"Confirmed per supplier declaration for additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method., evidence on file.",2025-04-11,Outdated
R00833,11000690,DOW CORNING GMBH,00052-90000-00,MDF,31,Sustainability data (currently optional),Share of virgin fossil material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,Unknown / not specified,2026-03-31,Flagged (needs supplier confirmation)
R00834,11000690,DOW CORNING GMBH,00052-90000-00,MDF,31,Sustainability data (currently optional),Share of virgin bio-based material,Substance concentration (in %),Freetext,Yes,yes,N/A,2026-02-12,Flagged (needs supplier confirmation)
R00835,11000690,DOW CORNING GMBH,00052-90000-00,MDF,31,Sustainability data (currently optional),Share of virgin bio-based material,"Additional information
Source of the recycled material (e.g., post-industrial vs. post consumer), type of recycling (e.g., mechanical), type of certification (e.g., ISCC, mass balanced), measuring method, etc.",Freetext,Yes,yes,,,Missing
R00842,11000690,DOW CORNING GMBH,00052-90000-00,MDF,31,Sustainability data (currently optional),Share of other circular material feedstock,Substance concentration (in %),Freetext,Yes,yes,123,2026-06-09,Flagged (needs supplier confirmation)
R00845,11000690,DOW CORNING GMBH,00052-90000-00,SDS,1,SDS ,SDS,SDS file Upload or LINK to online file,Docuement upload or Lin to automatic download from internet,Yes,yes,tbc,2026-06-30,Flagged (needs supplier confirmation)
R00850,11000690,DOW CORNING GMBH,,PCF,1,Corporate report,Sustainability / ESG Report Upload – Submission,Supplier comment (optional),Short text,Yes,yes,tbc,2026-08-02,Flagged (needs supplier confirmation)
R00853,11000690,DOW CORNING GMBH,,PCF,2,GHG & Energy,GHG / Energy Evidence Upload – Submission,Document file(s),File upload,Yes,yes,123,2026-08-22,Flagged (needs supplier confirmation)
R00857,11000690,DOW CORNING GMBH,,PCF,3,PCF,PCF Upload – Submission,Submission ID / Workflow number,System-generated,Yes,yes,tbc,2026-04-09,Flagged (needs supplier confirmation)
R00865,11000690,DOW CORNING GMBH,,Certificates,1,Certificates,Certificates,Certificate selection,Dropdown,Yes,yes,Unknown / not specified,2025-12-31,Flagged (needs supplier confirmation)
R00872,11000707,CARL MEYER GMBH,32551-90000-00,MDF,1,General information,Introduction,Evaluation Procedures,Dropdown,Yes,yes,Unknown / not specified,2025-11-19,Flagged (needs supplier confirmation)
R00874,11000707,CARL MEYER GMBH,32551-90000-00,MDF,2,REACH Registration Status,REACH Registration Status,Are all substances manufactures/sourced from within the EU?,Dropdown,Yes,yes,"yes, see attachment",2025-11-24,Flagged (needs supplier confirmation)
R00879,11000707,CARL MEYER GMBH,32551-90000-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,Laboratory analysis,2025-05-14,Outdated
R00881,11000707,CARL MEYER GMBH,32551-90000-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,Declaration of comformidity,Freetext,Yes,yes,Unknown / not specified,2026-08-12,Flagged (needs supplier confirmation)
R00882,11000707,CARL MEYER GMBH,32551-90000-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,Evaluation Procedures,Dropdown,Yes,yes,,,Missing
R00884,11000707,CARL MEYER GMBH,32551-90000-00,MDF,3,REACH,REACh regulation No 1907/2006/EC,Declaration of comformidity,Freetext,Yes,yes,"Yes, compliant.",2026-05-16,Flagged (needs supplier confirmation)
R00887,11000707,CARL MEYER GMBH,32551-90000-00,MDF,4,Legislations,Chemicals prohibition ordinance ChemVerbotsV,Declaration of comformidity,Freetext,Yes,yes,"Yes, compliant.",2026-01-07,Flagged (needs supplier confirmation)
R00889,11000707,CARL MEYER GMBH,32551-90000-00,MDF,5,Legislations,POP regulation No 2019/1021/EC,Applies to all purchased products and packaging.,Dropdown,Yes,yes,Unknown / not specified,2026-04-24,Flagged (needs supplier confirmation)
R00892,11000707,CARL MEYER GMBH,32551-90000-00,MDF,6,Legislations,PFOS/PFOA Directive 2006/122/EU,Applies to all purchased products,Dropdown,Yes,yes,,,Missing
R00895,11000707,CARL MEYER GMBH,32551-90000-00,MDF,7,Legislations,Packaging directive 94/62/EC,Applies to all packaging materials for production and sales products.,Dropdown,Yes,yes,"yes, see attachment",2026-08-02,Flagged (needs supplier confirmation)
R00901,11000707,CARL MEYER GMBH,32551-90000-00,MDF,9,Legislations,ELV directive 2000/53/EC incl. amendments,Applies to all purchased products,Dropdown,Yes,yes,,,Missing
R00905,11000707,CARL MEYER GMBH,32551-90000-00,MDF,10,Legislations,International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens),"if yes, Please list all inlcuded Halogens with their CAS numbers and concentrations:",Freetext,Yes,yes,"Yes, compliant.",2025-11-25,Flagged (needs supplier confirmation)
R00906,11000707,CARL MEYER GMBH,32551-90000-00,MDF,10,Legislations,International Electrotechnical Commission (IEC) 61249-2- 21 standard (Halogens),Evaluation Procedures,Dropdown,Yes,yes,,,Missing
R00909,11000707,CARL MEYER GMBH,32551-90000-00,MDF,11,Legislations,Deforestation Regulation (EU) 2023/1115 (EUDR) repealing EU Timber Regulation (EU) No 995/2010 (EUTR),Evaluation Procedures,Dropdown,Yes,yes,N/A,2026-02-20,Flagged (needs supplier confirmation)
R00910,11000707,CARL MEYER GMBH,32551-90000-00,MDF,12,Requirements,Halal / Kosher requirements,"Is the product conform with Halal / Kosher requirements, certified by a recognized Kosher and Halal certification body?",Dropdown,Yes,yes,Unknown / not specified,2026-05-11,Flagged (needs supplier confirmation)
R00912,11000707,CARL MEYER GMBH,32551-90000-00,MDF,12,Requirements,Halal / Kosher requirements,Please list all included substances of animal origin or ethanol with their CAS numbers and concentrations:,Freetext,Yes,yes,"Yes, compliant.",2026-07-02,Flagged (needs supplier confirmation)
R00914,11000707,CARL MEYER GMBH,32551-90000-00,MDF,13,Requirements,Phthalates,Does this product contain phthalates not listed under ANNEX XVII REACH (entry 51)?,Dropdown,Yes,yes,"yes, see attachment",2026-05-16,Flagged (needs supplier confirmation)
R00917,11000707,CARL MEYER GMBH,32551-90000-00,MDF,14,Requirements,Mineral Oil,Does this product contain mineral oils (MOSH/MOAH)?,Dropdown,Yes,yes,No,2024-07-03,Outdated
R00920,11000707,CARL MEYER GMBH,32551-90000-00,MDF,15,Requirements,Antimony,Does this product contain antimony or other antimony compounds?,Dropdown,Yes,yes,Unknown / not specified,2026-03-01,Flagged (needs supplier confirmation)
R00921,11000707,CARL MEYER GMBH,32551-90000-00,MDF,15,Requirements,Antimony,Please list all included antimony compounds with their CAS numbers and concentrations:,Freetext,Yes,yes,Unknown / not specified,2026-04-13,Flagged (needs supplier confirmation)
R00922,11000707,CARL MEYER GMBH,32551-90000-00,MDF,15,Requirements,Antimony,Evaluation Procedures,Dropdown,Yes,yes,,,Missing
R00923,11000707,CARL MEYER GMBH,32551-90000-00,MDF,16,Requirements,Silicone,Does this product contain silicone or other silicone compounds?,Dropdown,Yes,yes,"yes, see attachment",2026-06-25,Flagged (needs supplier confirmation)
R00925,11000707,CARL MEYER GMBH,32551-90000-00,MDF,16,Requirements,Silicone,Evaluation Procedures,Dropdown,Yes,yes,,,Missing
R00927,11000707,CARL MEYER GMBH,32551-90000-00,MDF,17,Requirements,Microplastics / Synthetic polymer microparticles (SPM),Declaration of comformidity,Freetext,Yes,yes,,,Missing
R00929,11000707,CARL MEYER GMBH,32551-90000-00,MDF,18,Requirements,Nanomaterial,Does the product contain any substances classed as a nanomaterial as per Commission Recommendation of 18 October 2011?,Dropdown,Yes,yes,,,Missing
R00932,11000707,CARL MEYER GMBH,32551-90000-00,MDF,19,Requirements,"Biocides Directive 98/8/EC, as amended by Ordinance EU 528/2012?",Does this product contain any biocidal substances as mentioned in Ordinance EU 528/2012? ,Dropdown,Yes,yes,"yes, see attachment",2026-02-25,Flagged (needs supplier confirmation)
R00935,11000707,CARL MEYER GMBH,32551-90000-00,MDF,20,Requirements,Ozone Depleting Substances (ODS) Regulation (EC) No 1005/2009,Does this product contain Ozone depleting substances as per Regulation (EC) No 1005/2009 ,Dropdown,Yes,yes,Not Compliant,2025-03-07,Outdated
R00936,11000707,CARL MEYER GMBH,32551-90000-00,MDF,20,Requirements,Ozone Depleting Substances (ODS) Regulation (EC) No 1005/2009,Declaration of comformidity,Freetext,Yes,yes,TBD,2026-06-18,Flagged (needs supplier confirmation)
R00937,11000707,CARL MEYER GMBH,32551-90000-00,MDF,20,Requirements,Ozone Depleting Substances (ODS) Regulation (EC) No 1005/2009,Evaluation Procedures,Dropdown,Yes,yes,Laboratory analysis,2024-12-04,Outdated
R00941,11000707,CARL MEYER GMBH,32551-90000-00,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),"Applies to all purchased products
Please fill in the additional templates for CMRT & EMRT
https://www.responsiblemineralsinitiative.org/reporting-templates/cmrt/
https://www.responsiblemineralsinitiative.org/reporting-templates/emrt/",Dropdown,Yes,yes,,,Missing
R00942,11000707,CARL MEYER GMBH,32551-90000-00,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),Declaration of comformidity,Dropdown,Yes,yes,Unknown / not specified,2026-03-01,Flagged (needs supplier confirmation)
R00944,11000707,CARL MEYER GMBH,32551-90000-00,MDF,22,Conflict Minerals,Responsible Minerals Sourcing (EU and US Legislative),Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2026-07-04,Flagged (needs supplier confirmation)
R00945,11000707,CARL MEYER GMBH,32551-90000-00,MDF,23,Forever Chemicals,PFAS,"Please refer to PFAS OECD list 2024
Applies to all purchased products",Dropdown,Yes,yes,"Yes, compliant.",2026-06-01,Flagged (needs supplier confirmation)
R00946,11000707,CARL MEYER GMBH,32551-90000-00,MDF,24,Requirements,Global automotive declarable substance list (GADSL),"Global automotive declarable substance list (GADSL)
https://www.gadsl.org/",Dropdown,Yes,yes,"yes, see attachment",2026-04-01,Flagged (needs supplier confirmation)
R00947,11000707,CARL MEYER GMBH,32551-90000-00,MDF,24,Requirements,Global automotive declarable substance list (GADSL),Please list all GADSL listet substances including the CAS numbers and concentrations:,Freetext,Yes,yes,"Yes, compliant.",2026-01-03,Flagged (needs supplier confirmation)
R00949,11000707,CARL MEYER GMBH,32551-90000-00,MDF,25,Requirements,California Proposition 65,Applies to all purchased products,Dropdown,Yes,yes,"yes, see attachment",2026-03-09,Flagged (needs supplier confirmation)
R00958,11000707,CARL MEYER GMBH,32551-90000-00,MDF,27,Requirements,EU Food contact status,"Lebensmittel-, Bedarfsgegenstände, - und Futtermittelgesetzbuches (Lebensmittel- und Futtermittelgesetzbuch– LFGB) of the Food, Consumer Goods, and Feed Code (Food and Feed Code – LFGB) in the version published on 15 September 2021 (Federal Law Gazette I p. 4253), last amended by Article 7 of the Act of 27 September 2021 (Federal Law Gazette I p. 4530), §§ 30 and 31",Dropdown,Yes,yes,Unknown / not specified,2026-01-09,Flagged (needs supplier confirmation)
R00965,11000707,CARL MEYER GMBH,32551-90000-00,MDF,27,Requirements,EU Food contact status,Please state EU foodlaw status of your product incl. the relevant paragpraph,Freetext,Yes,yes,Unknown / not specified,2026-08-20,Flagged (needs supplier confirmation)
R00968,11000707,CARL MEYER GMBH,32551-90000-00,MDF,28,Requirements,US FDA Status,Please state foodlaw status of your product incl. the relevant US FDA paragpraph,Freetext,Yes,yes,,,Missing
R00969,11000707,CARL MEYER GMBH,32551-90000-00,MDF,28,Requirements,US FDA Status,Evaluation Procedures,Dropdown,Yes,yes,"Yes, compliant.",2025-12-20,Flagged (needs supplier confirmation)
R00971,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for USA (TSCA),Substance,Freetext,Yes,yes,"Confirmed per supplier declaration for substance, evidence on file.",2025-01-20,Outdated
R00973,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Canada (DSL),Canada (DSL),Dropdown,Yes,yes,,,Missing
R00977,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Canada (NDSL),Substance,Freetext,Yes,yes,"Confirmed per supplier declaration for substance, evidence on file.",2024-12-18,Outdated
R00978,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Canada (NDSL),Evaluation Procedures,Dropdown,Yes,yes,"yes, see attachment",2026-03-17,Flagged (needs supplier confirmation)
R00979,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,China (IECSC) ,Dropdown,Yes,yes,"Yes, compliant.",2026-01-23,Flagged (needs supplier confirmation)
R00980,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for China (IECSC) ,Substance,Freetext,Yes,yes,"Confirmed per supplier declaration for substance, evidence on file.",2025-07-17,Outdated
R00984,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Korea (KECI),Evaluation Procedures,Dropdown,Yes,yes,tbc,2025-11-29,Flagged (needs supplier confirmation)
R00988,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Philippines (PICCS),Philippines (PICCS),Dropdown,Yes,yes,Unknown / not specified,2026-06-02,Flagged (needs supplier confirmation)
R00990,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Philippines (PICCS),Evaluation Procedures,Dropdown,Yes,yes,N/A,2026-04-22,Flagged (needs supplier confirmation)
R00994,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Taiwan (TSCI),Taiwan (TSCI),Dropdown,Yes,yes,"Yes, compliant.",2026-01-04,Flagged (needs supplier confirmation)
R00997,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Mexico (INSQ),Mexico (INSQ),Dropdown,Yes,yes,Not Compliant,2024-06-02,Outdated
R01001,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Malaysia (EMS),Substance,Freetext,Yes,yes,tbc,2026-07-14,Flagged (needs supplier confirmation)
R01008,11000707,CARL MEYER GMBH,32551-90000-00,MDF,29,Requirements,Global Inventory Status for Australia (AICS),Evaluation Procedures,Dropdown,Yes,yes,Material declaration,2024-06-03,Outdated
R01018,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 3,CAS No. ,Freetext,Yes,yes,"Confirmed per supplier declaration for cas no. , evidence on file.",2025-04-15,Outdated
R01028,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 5,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,"Yes, compliant.",2026-05-08,Flagged (needs supplier confirmation)
R01029,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 6,Substance Name,Freetext,Yes,yes,,,Missing
R01034,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 7,CAS No. ,Freetext,Yes,yes,"Yes, compliant.",2026-03-16,Flagged (needs supplier confirmation)
R01036,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 7,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,N/A,2026-05-29,Flagged (needs supplier confirmation)
R01040,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 8,"Additional information
e.g. name of the product part where the substance is located, use of an applicable exception incl. number, measuring method.",Freetext,Yes,yes,"Yes, compliant.",2026-04-15,Flagged (needs supplier confirmation)
R01041,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 9,Substance Name,Freetext,Yes,yes,"Confirmed per supplier declaration for substance name, evidence on file.",2024-04-08,Outdated
R01043,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 9,"Substance concentration (in %)
The concentration of the substance as a percentage of the homogeneous mass of the material.",Freetext,Yes,yes,123,2026-08-12,Flagged (needs supplier confirmation)
R01046,11000707,CARL MEYER GMBH,32551-90000-00,MDF,30,Full Material Declaration,Material 10,CAS No. ,Freetext,Yes,yes,"Yes, compliant.",2026-03-31,Flagged (needs supplier confirmation)
R01055,11000707,CARL MEYER GMBH,32551-90000-00,MDF,31,Sustainability data (currently optional),Share of recycled material,Substance concentration (in %),Freetext,Yes,yes,,,Missing
R01063,11000707,CARL MEYER GMBH,,PCF,1,Corporate report,Sustainability / ESG Report Upload – Submission,Information from supplier avaliable?,Check box,Yes,yes,See attached documentation,2025-02-17,Outdated
R01067,11000707,CARL MEYER GMBH,,PCF,1,Corporate report,Sustainability / ESG Report Upload – Submission,Supplier comment (optional),Short text,Yes,yes,"Yes, compliant.",2026-01-19,Flagged (needs supplier confirmation)
R01068,11000707,CARL MEYER GMBH,,PCF,2,GHG & Energy,GHG / Energy Evidence Upload – Submission,Information from supplier avaliable?,Check box,Yes,yes,pending,2026-01-21,Flagged (needs supplier confirmation)
R01070,11000707,CARL MEYER GMBH,,PCF,2,GHG & Energy,GHG / Energy Evidence Upload – Submission,Document file(s),File upload,Yes,yes,"Yes, compliant.",2026-07-06,Flagged (needs supplier confirmation)
R01072,11000707,CARL MEYER GMBH,,PCF,3,PCF,PCF Upload – Submission,Information from supplier avaliable?,Check box,Yes,yes,See attached documentation,2025-06-22,Outdated
R01075,11000707,CARL MEYER GMBH,,PCF,3,PCF,PCF Upload – Submission,Document file(s),File upload,Yes,yes,"Yes, compliant.",2026-06-19,Flagged (needs supplier confirmation)
R01082,11000707,CARL MEYER GMBH,,Certificates,1,Certificates,Certificates,Certificate selection,Dropdown,Yes,yes,ISO 9001 - Quality Management,2024-06-16,Outdated
R01083,11000707,CARL MEYER GMBH,,Certificates,1,Certificates,Certificates,Certificate for supplier entity,Freetext,Yes,yes,123,2026-07-06,Flagged (needs supplier confirmation)
